Code,Disease
77290,Set radiation
77290,radiation therapy
77290,therapy field
77290,therapy Set radiation field
77295,Set radiation therapy field
77295,Set radiation
77295,radiation therapy
77295,therapy field
77295,field radiation therapy Set
77299,Radiation therapy planning
77299,Radiation therapy
77299,therapy planning
77299,Radiation planning therapy
77300,Radiation therapy dose plan
77300,Radiation therapy
77300,therapy dose
77300,dose plan
77300,Radiation plan dose therapy
77301,Radiotherapy dose plan imrt
77301,Radiotherapy dose
77301,dose plan
77301,plan imrt
77301,dose Radiotherapy plan imrt
77306,Telethx isodose plan simple
77306,Telethx isodose
77306,isodose plan
77306,plan simple
77306,plan Telethx isodose simple
77307,Telethx isodose plan cplx
77307,Telethx isodose
77307,isodose plan
77307,plan cplx
77307,cplx isodose plan Telethx
77316,Brachytx isodose plan simple
77316,Brachytx isodose
77316,isodose plan
77316,plan simple
77316,Brachytx isodose simple plan
77317,Brachytx isodose intermed
77317,Brachytx isodose
77317,isodose intermed
77317,isodose Brachytx intermed
77318,Brachytx isodose complex
77318,Brachytx isodose
77318,isodose complex
77318,Brachytx complex isodose
77321,Special teletx port plan
77321,Special teletx
77321,teletx port
77321,port plan
77321,plan teletx port Special
77331,Special radiation dosimetry
77331,Special radiation
77331,radiation dosimetry
77332,Radiation treatment aid(s)
77332,Radiation treatment
77332,treatment aid(s)
77332,aid(s) Radiation treatment
77333,Radiation treatment aid(s)
77333,Radiation treatment
77333,treatment aid(s)
77333,treatment aid(s) Radiation
77334,Radiation treatment aid(s)
77334,Radiation treatment
77334,treatment aid(s)
77334,aid(s) Radiation treatment
77336,Radiation physics consult
77336,Radiation physics
77336,physics consult
77336,physics Radiation consult
77338,Design mlc device for imrt
77338,Design mlc
77338,mlc device
77338,device for
77338,for imrt
77338,mlc for imrt device Design
77370,Radiation physics consult
77370,Radiation physics
77370,physics consult
77370,physics Radiation consult
77371,Srs multisource
77372,Srs linear based
77372,Srs linear
77372,linear based
77372,Srs based linear
77373,Sbrt delivery
77373,delivery Sbrt
77385,Ntsty modul rad tx dlvr smpl
77385,Ntsty modul
77385,modul rad
77385,rad tx
77385,tx dlvr
77385,dlvr smpl
77385,smpl dlvr modul rad tx Ntsty
77386,Ntsty modul rad tx dlvr cplx
77386,Ntsty modul
77386,modul rad
77386,rad tx
77386,tx dlvr
77386,dlvr cplx
77386,dlvr tx Ntsty modul cplx rad
77399,External radiation dosimetry
77399,External radiation
77399,radiation dosimetry
77399,External dosimetry radiation
77401,Radiation treatment delivery
77401,Radiation treatment
77401,treatment delivery
77401,delivery Radiation treatment
77402,Radiation treatment delivery
77402,Radiation treatment
77402,treatment delivery
77402,delivery Radiation treatment
77407,Radiation treatment delivery
77407,Radiation treatment
77407,treatment delivery
77412,Radiation treatment delivery
77412,Radiation treatment
77412,treatment delivery
77412,Radiation delivery treatment
77417,Radiology port film(s)
77417,Radiology port
77417,port film(s)
77417,Radiology film(s) port
77423,Neutron beam tx complex
77423,Neutron beam
77423,beam tx
77423,tx complex
77423,Neutron tx beam complex
77427,Radiation tx management x5
77427,Radiation tx
77427,tx management
77427,management x5
77427,x5 tx management Radiation
77431,Radiation therapy management
77431,Radiation therapy
77431,therapy management
77431,therapy Radiation management
77432,Stereotactic radiation trmt
77432,Stereotactic radiation
77432,radiation trmt
77432,Stereotactic trmt radiation
77435,Sbrt management
77435,management Sbrt
77470,Special radiation treatment
77470,Special radiation
77470,radiation treatment
77470,treatment radiation Special
77499,Radiation therapy management
77499,Radiation therapy
77499,therapy management
77499,management Radiation therapy
77520,Proton trmt simple w/o comp
77520,Proton trmt
77520,trmt simple
77520,simple w/o
77520,w/o comp
77520,Proton comp simple trmt w/o
77522,Proton trmt simple w/comp
77522,Proton trmt
77522,trmt simple
77522,simple w/comp
77522,Proton simple trmt w/comp
77523,Proton trmt intermediate
77523,Proton trmt
77523,trmt intermediate
77523,Proton intermediate trmt
77525,Proton treatment complex
77525,Proton treatment
77525,treatment complex
77525,complex treatment Proton
77600,Hyperthermia treatment
77605,Hyperthermia treatment
77610,Hyperthermia treatment
77615,Hyperthermia treatment
77620,Hyperthermia treatment
77620,treatment Hyperthermia
77750,Infuse radioactive materials
77750,Infuse radioactive
77750,radioactive materials
77761,Apply intrcav radiat simple
77761,Apply intrcav
77761,intrcav radiat
77761,radiat simple
77761,simple radiat intrcav Apply
77762,Apply intrcav radiat interm
77762,Apply intrcav
77762,intrcav radiat
77762,radiat interm
77762,Apply interm intrcav radiat
77763,Apply intrcav radiat compl
77763,Apply intrcav
77763,intrcav radiat
77763,radiat compl
77763,intrcav radiat Apply compl
77767,Hdr rdncl skn surf brachytx
77767,Hdr rdncl
77767,rdncl skn
77767,skn surf
77767,surf brachytx
77767,surf skn Hdr brachytx rdncl
77768,Hdr rdncl skn surf brachytx
77768,Hdr rdncl
77768,rdncl skn
77768,skn surf
77768,surf brachytx
77768,surf skn brachytx Hdr rdncl
77770,Hdr rdncl ntrstl/icav brchtx
77770,Hdr rdncl
77770,rdncl ntrstl/icav
77770,ntrstl/icav brchtx
77770,rdncl brchtx ntrstl/icav Hdr
77771,Hdr rdncl ntrstl/icav brchtx
77771,Hdr rdncl
77771,rdncl ntrstl/icav
77771,ntrstl/icav brchtx
77771,brchtx ntrstl/icav rdncl Hdr
77772,Hdr rdncl ntrstl/icav brchtx
77772,Hdr rdncl
77772,rdncl ntrstl/icav
77772,ntrstl/icav brchtx
77772,ntrstl/icav brchtx rdncl Hdr
77778,Apply interstit radiat compl
77778,Apply interstit
77778,interstit radiat
77778,radiat compl
77778,compl Apply interstit radiat
77789,Apply surface radiation
77789,Apply surface
77789,surface radiation
77789,surface Apply radiation
77790,Radiation handling
77799,Radium/radioisotope therapy
78830,Rp loclzj tum spect w/ct 1 
78830,Rp loclzj
78830,loclzj tum
78830,tum spect
78830,spect w/ct
78830,w/ct 1
78830,tum Rp spect loclzj w/ct 1
78831,Rp loclzj tum spect 2 areas
78831,Rp loclzj
78831,loclzj tum
78831,tum spect
78831,spect 2
78831,2 areas
78831,tum Rp spect loclzj 2 areas
78832,Rp loclzj tum spect w/ct 2
78832,Rp loclzj
78832,loclzj tum
78832,tum spect
78832,spect w/ct
78832,w/ct 2
78832,Rp w/ct tum 2 loclzj spect
78835,Rp quan meas single area
78835,Rp quan
78835,quan meas
78835,meas single
78835,single area
78835,quan meas area Rp single
79005,Nuclear rx oral admin
79005,Nuclear rx
79005,rx oral
79005,oral admin
79005,rx oral admin Nuclear
79101,Nuclear rx iv admin
79101,Nuclear rx
79101,rx iv
79101,iv admin
79101,Nuclear iv rx admin
79200,Nuclear rx intracav admin
79200,Nuclear rx
79200,rx intracav
79200,intracav admin
79200,admin Nuclear intracav rx
79300,Nuclr rx interstit colloid
79300,Nuclr rx
79300,rx interstit
79300,interstit colloid
79300,colloid rx Nuclr interstit
79403,Hematopoietic nuclear tx
79403,Hematopoietic nuclear
79403,nuclear tx
79403,nuclear Hematopoietic tx
79440,Nuclear rx intra-articular
79440,Nuclear rx
79440,rx intra-articular
79445,Nuclear rx intra-arterial
79445,Nuclear rx
79445,rx intra-arterial
79445,intra-arterial rx Nuclear
79999,Nuclear medicine therapy
79999,Nuclear medicine
79999,medicine therapy
79999,medicine Nuclear therapy
92974,Cath place cardio brachytx
92974,Cath place
92974,place cardio
92974,cardio brachytx
92974,cardio place Cath brachytx
A4650,Implant radiation dosimeter
A4650,Implant radiation
A4650,radiation dosimeter
A4650,radiation Implant dosimeter
A9513,Lutetium Lu 177 dotatat ther
A9513,Lutetium Lu
A9513,Lu 177
A9513,177 dotatat
A9513,dotatat ther
A9513,ther dotatat Lu Lutetium 177
A9517,"I131 iodide cap, rx"
A9517,I131 iodide
A9517,"iodide cap,"
A9517,"cap, rx"
A9517,"I131 rx iodide cap,"
A9527,Iodine I-125 sodium iodide
A9527,Iodine I-125
A9527,I-125 sodium
A9527,sodium iodide
A9527,iodide Iodine I-125 sodium
A9530,"I131 iodide sol, rx"
A9530,I131 iodide
A9530,"iodide sol,"
A9530,"sol, rx"
A9530,"rx iodide sol, I131"
A9543,"Y90 ibritumomab, rx"
A9543,"Y90 ibritumomab,"
A9543,"ibritumomab, rx"
A9543,"Y90 rx ibritumomab,"
A9563,P32 Na phosphate
A9563,P32 Na
A9563,Na phosphate
A9563,P32 phosphate Na
A9564,P32 chromic phosphate
A9564,P32 chromic
A9564,chromic phosphate
A9564,chromic P32 phosphate
A9590,Iodine i-131 iobenguane 1mci
A9590,Iodine i-131
A9590,i-131 iobenguane
A9590,iobenguane 1mci
A9590,i-131 iobenguane Iodine 1mci
A9600,Sr89 strontium
A9600,strontium Sr89
A9604,Sm 153 lexidronam
A9604,Sm 153
A9604,153 lexidronam
A9604,lexidronam 153 Sm
A9606,Radium Ra223 dichloride ther
A9606,Radium Ra223
A9606,Ra223 dichloride
A9606,dichloride ther
A9606,Ra223 Radium ther dichloride
A9607,Lutetium lu 177 vipivotide
A9607,Lutetium lu
A9607,lu 177
A9607,177 vipivotide
A9607,vipivotide 177 Lutetium lu
A9699,Radiopharm rx agent noc
A9699,Radiopharm rx
A9699,rx agent
A9699,agent noc
A9699,noc Radiopharm agent rx
C1716,"Brachytx, non-str, Gold-198"
C1716,"Brachytx, non-str,"
C1716,"non-str, Gold-198"
C1716,"Gold-198 non-str, Brachytx,"
C1717,"Brachytx, non-str,HDR Ir-192"
C1717,"Brachytx, non-str,HDR"
C1717,"non-str,HDR Ir-192"
C1717,"non-str,HDR Brachytx, Ir-192"
C1719,"Brachytx, NS, Non-HDRIr-192"
C1719,"Brachytx, NS,"
C1719,"NS, Non-HDRIr-192"
C1719,"NS, Non-HDRIr-192 Brachytx,"
C2616,"Brachytx, non-str,Yttrium-90"
C2634,"Brachytx, non-str, HA, I-125"
C2634,"Brachytx, non-str,"
C2634,"non-str, HA,"
C2634,"HA, I-125"
C2634,"I-125 HA, Brachytx, non-str,"
C2635,"Brachytx, non-str, HA, P-103"
C2635,"Brachytx, non-str,"
C2635,"non-str, HA,"
C2635,"HA, P-103"
C2635,"Brachytx, non-str, P-103 HA,"
C2636,"Brachy linear, non-str,P-103"
C2636,"Brachy linear,"
C2636,"linear, non-str,P-103"
C2636,"Brachy non-str,P-103 linear,"
C2638,"Brachytx, stranded, I-125"
C2638,"Brachytx, stranded,"
C2638,"stranded, I-125"
C2638,"stranded, Brachytx, I-125"
C2639,"Brachytx,non-stranded,I-125"
C2640,"Brachytx, stranded, P-103"
C2640,"Brachytx, stranded,"
C2640,"stranded, P-103"
C2640,"stranded, Brachytx, P-103"
C2641,"Brachytx, non-stranded,P-103"
C2641,"non-stranded,P-103 Brachytx,"
C2642,"Brachytx, stranded, C-131"
C2642,"Brachytx, stranded,"
C2642,"stranded, C-131"
C2642,"stranded, C-131 Brachytx,"
C2643,"Brachytx, non-stranded,C-131"
C2643,"non-stranded,C-131 Brachytx,"
C2644,Brachytx cesium-131 chloride
C2644,Brachytx cesium-131
C2644,cesium-131 chloride
C2644,cesium-131 Brachytx chloride
C2645,"Brachytx planar, p-103"
C2645,"Brachytx planar,"
C2645,"planar, p-103"
C2645,"p-103 Brachytx planar,"
C2698,"Brachytx, stranded, NOS"
C2698,"Brachytx, stranded,"
C2698,"stranded, NOS"
C2698,"Brachytx, NOS stranded,"
C2699,"Brachytx, non-stranded, NOS"
C2699,"Brachytx, non-stranded,"
C2699,"non-stranded, NOS"
C2699,"non-stranded, NOS Brachytx,"
G0339,"Robot lin-radsurg com, first"
G0339,Robot lin-radsurg
G0339,"lin-radsurg com,"
G0339,"com, first"
G0339,"Robot lin-radsurg first com,"
G0340,Robt lin-radsurg fractx 2-5
G0340,Robt lin-radsurg
G0340,lin-radsurg fractx
G0340,fractx 2-5
G0340,fractx lin-radsurg Robt 2-5
G6001 ,Echo guidance radiotherapy
G6001 ,Echo guidance
G6001 ,guidance radiotherapy
G6001 ,Echo radiotherapy guidance
G6002 ,Stereoscopic x-ray guidance
G6002 ,Stereoscopic x-ray
G6002 ,x-ray guidance
G6002 ,Stereoscopic guidance x-ray
G6003 ,Radiation treatment delivery
G6003 ,Radiation treatment
G6003 ,treatment delivery
G6004,Radiation treatment delivery
G6004,Radiation treatment
G6004,treatment delivery
G6005,Radiation treatment delivery
G6005,Radiation treatment
G6005,treatment delivery
G6005,treatment Radiation delivery
G6006 ,Radiation treatment delivery
G6006 ,Radiation treatment
G6006 ,treatment delivery
G6006 ,delivery Radiation treatment
G6007 ,Radiation treatment delivery
G6007 ,Radiation treatment
G6007 ,treatment delivery
G6007 ,treatment Radiation delivery
G6008,Radiation treatment delivery
G6008,Radiation treatment
G6008,treatment delivery
G6008,Radiation delivery treatment
G6009,Radiation treatment delivery
G6009,Radiation treatment
G6009,treatment delivery
G6009,treatment Radiation delivery
G6010,Radiation treatment delivery
G6010,Radiation treatment
G6010,treatment delivery
G6010,treatment Radiation delivery
G6011,Radiation treatment delivery
G6011,Radiation treatment
G6011,treatment delivery
G6011,treatment delivery Radiation
G6012,Radiation treatment delivery
G6012,Radiation treatment
G6012,treatment delivery
G6012,treatment Radiation delivery
G6013,Radiation treatment delivery
G6013,Radiation treatment
G6013,treatment delivery
G6013,treatment delivery Radiation
G6014,Radiation treatment delivery
G6014,Radiation treatment
G6014,treatment delivery
G6014,delivery Radiation treatment
G6015 ,Radiation tx delivery imrt
G6015 ,Radiation tx
G6015 ,tx delivery
G6015 ,delivery imrt
G6015 ,tx imrt Radiation delivery
G6016 ,Delivery comp imrt
G6016 ,Delivery comp
G6016 ,comp imrt
G6016 ,comp Delivery imrt
G6017 ,Intrafraction track motion
G6017 ,Intrafraction track
G6017 ,track motion
Q3001,Brachytherapy Radioelements
80061,Lipid panel [only when billed with ICD-10-CM code  Z13.6] 
80061,Lipid panel
80061,panel [only
80061,[only when
80061,when billed
80061,billed with
80061,with ICD-10-CM
80061,ICD-10-CM code
80061,code Z13.6]
80061,code when ICD-10-CM panel Z13.6] with [only Lipid billed
81528,Oncology colorectal scr
81528,Oncology colorectal
81528,colorectal scr
81528,colorectal scr Oncology
82270,Occult blood feces
82270,Occult blood
82270,blood feces
82270,feces Occult blood
82465,Assay bld/serum cholesterol [only when billed with ICD-10-CM code Z13.6] 
82465,Assay bld/serum
82465,bld/serum cholesterol
82465,cholesterol [only
82465,[only when
82465,when billed
82465,billed with
82465,with ICD-10-CM
82465,ICD-10-CM code
82465,code Z13.6]
82465,Assay ICD-10-CM billed bld/serum when cholesterol Z13.6] with code [only
82947,Assay glucose blood quant [only when billed with ICD-10-CM code Z13.1]
82947,Assay glucose
82947,glucose blood
82947,blood quant
82947,quant [only
82947,[only when
82947,when billed
82947,billed with
82947,with ICD-10-CM
82947,ICD-10-CM code
82947,code Z13.1]
82947,billed Assay blood code when [only glucose with Z13.1] quant ICD-10-CM
82950,Glucose test [only when billed with ICD-10-CM code Z13.1]
82950,Glucose test
82950,test [only
82950,[only when
82950,when billed
82950,billed with
82950,with ICD-10-CM
82950,ICD-10-CM code
82950,code Z13.1]
82950,with when Z13.1] billed test Glucose ICD-10-CM [only code
82951,Glucose tolerance test (GTT) [only when billed with ICD-10-CM code Z13.1]
82951,Glucose tolerance
82951,tolerance test
82951,test (GTT)
82951,(GTT) [only
82951,[only when
82951,when billed
82951,billed with
82951,with ICD-10-CM
82951,ICD-10-CM code
82951,code Z13.1]
82951,tolerance ICD-10-CM billed test Z13.1] code Glucose when [only (GTT) with
83718,Assay of lipoprotein [only when billed with ICD-10-CM code Z13.6] 
83718,Assay of
83718,of lipoprotein
83718,lipoprotein [only
83718,[only when
83718,when billed
83718,billed with
83718,with ICD-10-CM
83718,ICD-10-CM code
83718,code Z13.6]
83718,lipoprotein Z13.6] when with code of [only ICD-10-CM billed Assay
84478,Assay of triglycerides [only when billed with ICD-10-CM code Z13.6] 
84478,Assay of
84478,of triglycerides
84478,triglycerides [only
84478,[only when
84478,when billed
84478,billed with
84478,with ICD-10-CM
84478,ICD-10-CM code
84478,code Z13.6]
84478,triglycerides Z13.6] of [only when with ICD-10-CM Assay code billed
G0103,PSA screening
G0103,screening PSA
G0106,Colon CA screen;barium enema
G0106,Colon CA
G0106,CA screen;barium
G0106,screen;barium enema
G0106,CA enema screen;barium Colon
G0118,Glaucoma scrn hgh risk direc
G0118,Glaucoma scrn
G0118,scrn hgh
G0118,hgh risk
G0118,risk direc
G0118,scrn direc hgh risk Glaucoma
G0120,Colon ca scrn; barium enema
G0120,Colon ca
G0120,ca scrn;
G0120,scrn; barium
G0120,barium enema
G0120,ca scrn; barium enema Colon
G0123,Screen cerv/vag thin layer
G0123,Screen cerv/vag
G0123,cerv/vag thin
G0123,thin layer
G0123,Screen layer thin cerv/vag
G0124,Screen c/v thin layer by MD
G0124,Screen c/v
G0124,c/v thin
G0124,thin layer
G0124,layer by
G0124,by MD
G0124,layer MD by Screen c/v thin
G0141,"Scr c/v cyto,autosys and md"
G0141,Scr c/v
G0141,"c/v cyto,autosys"
G0141,"cyto,autosys and"
G0141,and md
G0141,"Scr cyto,autosys md c/v and"
G0143,"Scr c/v cyto,thinlayer,rescr"
G0143,Scr c/v
G0143,"c/v cyto,thinlayer,rescr"
G0144,"Scr c/v cyto,thinlayer,rescr"
G0144,Scr c/v
G0144,"c/v cyto,thinlayer,rescr"
G0145 ,"Scr c/v cyto,thinlayer,rescr"
G0145 ,Scr c/v
G0145 ,"c/v cyto,thinlayer,rescr"
G0145 ,"Scr cyto,thinlayer,rescr c/v"
G0147,"Scr c/v cyto, automated sys"
G0147,Scr c/v
G0147,"c/v cyto,"
G0147,"cyto, automated"
G0147,automated sys
G0147,"sys cyto, automated c/v Scr"
G0148,"Scr c/v cyto, autosys, rescr"
G0148,Scr c/v
G0148,"c/v cyto,"
G0148,"cyto, autosys,"
G0148,"autosys, rescr"
G0148,"c/v Scr cyto, rescr autosys,"
G0327,Colon ca scrn;bld-bsd biomrk
G0327,Colon ca
G0327,ca scrn;bld-bsd
G0327,scrn;bld-bsd biomrk
G0327,Colon biomrk scrn;bld-bsd ca
G0328,Fecal blood scrn immunoassay
G0328,Fecal blood
G0328,blood scrn
G0328,scrn immunoassay
G0432,EIA HIV-1/HIV-2 screen
G0432,EIA HIV-1/HIV-2
G0432,HIV-1/HIV-2 screen
G0432,HIV-1/HIV-2 screen EIA
G0433,ELISA HIV-1/HIV-2 screen
G0433,ELISA HIV-1/HIV-2
G0433,HIV-1/HIV-2 screen
G0433,HIV-1/HIV-2 screen ELISA
G0435,Oral HIV-1/HIV-2 screen
G0435,Oral HIV-1/HIV-2
G0435,HIV-1/HIV-2 screen
G0475 ,HIV combination assay
G0475 ,HIV combination
G0475 ,combination assay
G0499,HepB screen high risk indiv
G0499,HepB screen
G0499,screen high
G0499,high risk
G0499,risk indiv
G0499,screen indiv risk high HepB
P3000,Screen pap by tech w md supv
P3000,Screen pap
P3000,pap by
P3000,by tech
P3000,tech w
P3000,w md
P3000,md supv
P3000,supv by w md pap tech Screen
P3001,Screening pap smear by phys
P3001,Screening pap
P3001,pap smear
P3001,smear by
P3001,by phys
P3001,by phys Screening pap smear
90630,Flu vacc iiv4 no preserv id
90630,Flu vacc
90630,vacc iiv4
90630,iiv4 no
90630,no preserv
90630,preserv id
90630,id no preserv Flu vacc iiv4
90654,Flu vacc iiv3 no preserv id
90654,Flu vacc
90654,vacc iiv3
90654,iiv3 no
90654,no preserv
90654,preserv id
90654,id vacc Flu iiv3 no preserv
90655,IIV3 vacc no prsv 0.25 ml im
90655,IIV3 vacc
90655,vacc no
90655,no prsv
90655,prsv 0.25
90655,0.25 ml
90655,ml im
90655,ml no IIV3 im prsv 0.25 vacc
90656,IIV3 vacc no prsv 0.5 ml im
90656,IIV3 vacc
90656,vacc no
90656,no prsv
90656,prsv 0.5
90656,0.5 ml
90656,ml im
90656,ml im vacc 0.5 no prsv IIV3
90657,IIV3 vaccine splt 0.25 ml im
90657,IIV3 vaccine
90657,vaccine splt
90657,splt 0.25
90657,0.25 ml
90657,ml im
90657,vaccine IIV3 im ml splt 0.25
90660,LAIV3 vaccine intranasal
90660,LAIV3 vaccine
90660,vaccine intranasal
90660,LAIV3 intranasal vaccine
90661,CCIIV3 vac no prsv 0.5 ml im
90661,CCIIV3 vac
90661,vac no
90661,no prsv
90661,prsv 0.5
90661,0.5 ml
90661,ml im
90661,CCIIV3 im ml vac prsv no 0.5
90662,IIV no prsv increased ag im
90662,IIV no
90662,no prsv
90662,prsv increased
90662,increased ag
90662,ag im
90662,ag im increased no prsv IIV
90670,PCV13 vaccine im
90670,PCV13 vaccine
90670,vaccine im
90671,Pcv15 vaccine im
90671,Pcv15 vaccine
90671,vaccine im
90671,Pcv15 im vaccine
90672,LAIV4 vaccine intranasal
90672,LAIV4 vaccine
90672,vaccine intranasal
90672,vaccine intranasal LAIV4
90673,RIV3 vaccine no preserv im
90673,RIV3 vaccine
90673,vaccine no
90673,no preserv
90673,preserv im
90673,RIV3 vaccine preserv no im
90674,CCIIV4 vac no prsv 0.5 ml im
90674,CCIIV4 vac
90674,vac no
90674,no prsv
90674,prsv 0.5
90674,0.5 ml
90674,ml im
90674,vac prsv 0.5 no im ml CCIIV4
90677,Pcv20 vaccine im
90677,Pcv20 vaccine
90677,vaccine im
90677,vaccine Pcv20 im
90682,RIV4 vacc recombinant dna im
90682,RIV4 vacc
90682,vacc recombinant
90682,recombinant dna
90682,dna im
90682,im RIV4 dna recombinant vacc
90685,IIV4 vacc no prsv 0.25 ml im
90685,IIV4 vacc
90685,vacc no
90685,no prsv
90685,prsv 0.25
90685,0.25 ml
90685,ml im
90685,0.25 ml prsv vacc im IIV4 no
90686,IIV4 vacc no prsv 0.5 ml im
90686,IIV4 vacc
90686,vacc no
90686,no prsv
90686,prsv 0.5
90686,0.5 ml
90686,ml im
90686,no ml IIV4 prsv im 0.5 vacc
90687,IIV4 vacc splt 0.25 ml im
90687,IIV4 vacc
90687,vacc splt
90687,splt 0.25
90687,0.25 ml
90687,ml im
90687,splt im vacc 0.25 ml IIV4
90688,IIV4 vacc splt 0.5 ml im
90688,IIV4 vacc
90688,vacc splt
90688,splt 0.5
90688,0.5 ml
90688,ml im
90688,IIV4 im 0.5 vacc splt ml
90689,Vacc iiv4 no prsrv 0.25ml im
90689,Vacc iiv4
90689,iiv4 no
90689,no prsrv
90689,prsrv 0.25ml
90689,0.25ml im
90689,Vacc iiv4 im no prsrv 0.25ml
90694,Vacc aiiv4 no prsrv 0.5ml im
90694,Vacc aiiv4
90694,aiiv4 no
90694,no prsrv
90694,prsrv 0.5ml
90694,0.5ml im
90694,im Vacc 0.5ml no prsrv aiiv4
90732,PPSV23 vacc 2 yrs subq/im
90732,PPSV23 vacc
90732,vacc 2
90732,2 yrs
90732,yrs subq/im
90732,vacc PPSV23 subq/im 2 yrs
90740,Hepb vacc 3 dose immunsup im
90740,Hepb vacc
90740,vacc 3
90740,3 dose
90740,dose immunsup
90740,immunsup im
90740,dose vacc im Hepb 3 immunsup
90743,Hepb vacc 2 dose adolesc im
90743,Hepb vacc
90743,vacc 2
90743,2 dose
90743,dose adolesc
90743,adolesc im
90743,im adolesc vacc Hepb dose 2
90744,Hepb vacc 3 dose ped/adol im
90744,Hepb vacc
90744,vacc 3
90744,3 dose
90744,dose ped/adol
90744,ped/adol im
90744,dose ped/adol im 3 vacc Hepb
90746,Hepb vaccine 3 dose adult im
90746,Hepb vaccine
90746,vaccine 3
90746,3 dose
90746,dose adult
90746,adult im
90746,dose Hepb adult 3 im vaccine
90747,Hepb vacc 4 dose immunsup im
90747,Hepb vacc
90747,vacc 4
90747,4 dose
90747,dose immunsup
90747,immunsup im
90747,dose vacc 4 im immunsup Hepb
90749,Unlisted vaccine/toxoid[only when used to identify a COVID-19 vaccine]
90749,Unlisted vaccine/toxoid[only
90749,vaccine/toxoid[only when
90749,when used
90749,used to
90749,to identify
90749,identify a
90749,a COVID-19
90749,COVID-19 vaccine]
90749,vaccine/toxoid[only a to Unlisted used identify vaccine] COVID-19 when
90756,Cciiv4 vacc abx free im
90756,Cciiv4 vacc
90756,vacc abx
90756,abx free
90756,free im
90756,free vacc abx Cciiv4 im
90759,Hep b vac 3ag 10mcg 3 dos im
90759,Hep b
90759,b vac
90759,vac 3ag
90759,3ag 10mcg
90759,10mcg 3
90759,3 dos
90759,dos im
90759,b 10mcg 3 Hep dos vac 3ag im
91300,Sarscov2 vac 30mcg/0.3ml im
91300,Sarscov2 vac
91300,vac 30mcg/0.3ml
91300,30mcg/0.3ml im
91300,im 30mcg/0.3ml vac Sarscov2
91301,Sarscov2 vac 100mcg/0.5ml im
91301,Sarscov2 vac
91301,vac 100mcg/0.5ml
91301,100mcg/0.5ml im
91301,im Sarscov2 vac 100mcg/0.5ml
91302,Sarscov2 vac 5x10^10vp/.5mlim
91302,Sarscov2 vac
91302,vac 5x10^10vp/.5mlim
91302,vac 5x10^10vp/.5mlim Sarscov2
91303,Sarscov2 vac ad26 .5ml im
91303,Sarscov2 vac
91303,vac ad26
91303,ad26 .5ml
91303,.5ml im
91303,im ad26 vac Sarscov2 .5ml
91304,Sarscov2 vac 5mcg/0.5ml im
91304,Sarscov2 vac
91304,vac 5mcg/0.5ml
91304,5mcg/0.5ml im
91304,5mcg/0.5ml Sarscov2 im vac
91305,Sarscov2 vac 30 mcg trs-sucr
91305,Sarscov2 vac
91305,vac 30
91305,30 mcg
91305,mcg trs-sucr
91305,vac 30 trs-sucr Sarscov2 mcg
91306,Sarscov2 vac 50mcg/0.25ml im
91306,Sarscov2 vac
91306,vac 50mcg/0.25ml
91306,50mcg/0.25ml im
91306,Sarscov2 im vac 50mcg/0.25ml
91307,Sarscov2 vac 10 mcg trs-sucr
91307,Sarscov2 vac
91307,vac 10
91307,10 mcg
91307,mcg trs-sucr
91307,Sarscov2 mcg trs-sucr vac 10
91308,Sarscov2 vac 3 mcg trs-sucr
91308,Sarscov2 vac
91308,vac 3
91308,3 mcg
91308,mcg trs-sucr
91308,vac mcg 3 Sarscov2 trs-sucr
91309,Sarscov2 vac 50mcg/0.5ml im
91309,Sarscov2 vac
91309,vac 50mcg/0.5ml
91309,50mcg/0.5ml im
91309,50mcg/0.5ml im Sarscov2 vac
91310,Sarscov2 vac 5mcg/0.5ml as03
91310,Sarscov2 vac
91310,vac 5mcg/0.5ml
91310,5mcg/0.5ml as03
91310,5mcg/0.5ml as03 Sarscov2 vac
91311,Sarscov2 vac 25mcg/0.25ml im
91311,Sarscov2 vac
91311,vac 25mcg/0.25ml
91311,25mcg/0.25ml im
91311,im Sarscov2 vac 25mcg/0.25ml
91312,Sarscov2 vac bvl 30mcg/0.3ml
91312,Sarscov2 vac
91312,vac bvl
91312,bvl 30mcg/0.3ml
91313,Sarscov2 vac bvl 50mcg/0.5ml
91313,Sarscov2 vac
91313,vac bvl
91313,bvl 50mcg/0.5ml
91314,Sarscov2 vac bvl 25mcg/.25ml
91314,Sarscov2 vac
91314,vac bvl
91314,bvl 25mcg/.25ml
91314,vac bvl Sarscov2 25mcg/.25ml
91315,Sarscov2 vac bvl 10mcg/0.2ml
91315,Sarscov2 vac
91315,vac bvl
91315,bvl 10mcg/0.2ml
91315,vac Sarscov2 bvl 10mcg/0.2ml
Q0220,"Tixagev and cilgav, 300mg"
Q0220,Tixagev and
Q0220,"and cilgav,"
Q0220,"cilgav, 300mg"
Q0220,"300mg and Tixagev cilgav,"
Q0221,"Tixagev and cilgav, 600mg"
Q0221,Tixagev and
Q0221,"and cilgav,"
Q0221,"cilgav, 600mg"
Q0221,"cilgav, and Tixagev 600mg"
Q0222,Bebtelovimab 175 mg
Q0222,Bebtelovimab 175
Q0222,175 mg
Q0222,mg 175 Bebtelovimab
Q0240,Casirivi and imdevi 600 mg
Q0240,Casirivi and
Q0240,and imdevi
Q0240,imdevi 600
